latitude,longitude
45.223118073306978,5.216796220745891
45.447559242602438,5.492616587784141
45.569365015253425,5.473787421826273
45.474918519612402,5.033659254200757
45.954041058197618,5.958502317313105
45.153917062561959,5.261083357501775
45.189740660600364,5.360775381792337
45.622579906135798,5.166868498083204
45.084021528251469,5.589844330679625
45.961302762851119,5.209318427834660
45.778126823715866,5.496823584660888
45.736786348745227,5.244391959160566
45.461188179906458,5.289059322793037
